ID,DATA,LABEL
TAM_HUAI_TR_164,"காதுகளில் நன்றாக உட்கார்வதில்லை, நீண்ட நேரம் பயன்படுத்தும்போது உபயோகத்தில் சிரமம் உண்டாகிறது.",AI
TAM_HUAI_TR_165,"ஹெட்ஸெட் இணைப்பு (connection) அடிக்கடி துண்டிக்கிறது, இது மிகுந்த தொந்தரவாக இருக்கிறது.",AI
TAM_HUAI_TR_166," ஹெட்ஸெட்டின் மைக்ரோபோன் தரம் மிகவும் குறைவாக உள்ளது, குரல் தெளிவாக கேட்கவில்லை.",AI
TAM_HUAI_TR_167,"ஹெட்ஸெட் மிகவும் ஆழமாக உள்ளது, எடைக்கூடியது என்பதால் வெகு நேரம் அணிந்து வைக்க முடியவில்லை.",AI
TAM_HUAI_TR_168,"ஹெட்ஸெட் சார்ஜ் ஆக எடுக்கக்கூடிய நேரம் அதிகமாக உள்ளது, வேகமாக சார்ஜ் ஆகவில்லை.",AI
TAM_HUAI_TR_169,"ஹெட்ஸெட்டில் ஒலி வெளியேறுவதால், அருகிலுள்ளவர்கள் கேட்கமுடிகிறது.",AI
TAM_HUAI_TR_170,"ஹெட்ஸெட்டின் மெட்ரியல் தரம் மிகவும் குறைவாக உள்ளது, சில நாட்களில்மேல் விரைவில் பழுதடைகிறது.",AI
TAM_HUAI_TR_171,"படுக்கைத் திரையின் பொருள் மிக மெல்லியது, சில முறை விற்ற பிறகு விரைவில் கிழிந்து விடுகிறது.",AI
TAM_HUAI_TR_172,"படுக்கைத் திரையின் நிறம், சில முறை சுத்தம் செய்த பிறகு, விரைவில் கலைந்து விடுகிறது.",AI
TAM_HUAI_TR_173,படுக்கைத் திரையின் பொருள் மிக அதிகம் விரைவில் சுருங்குகிறது.,AI
TAM_HUAI_TR_174," படுக்கைத் திரை மெல்லியதான மேட்டர் காரணமாக, தூங்கும் போது சரியான சுகமளிக்காது.",AI
TAM_HUAI_TR_175,"படுக்கைத் திரையின் அளவு, பெரிய படுக்கைக்குச் சரியாக பொருந்தாது.",AI
TAM_HUAI_TR_176,படுக்கைத் திரையின் நிறப்பொருள்  கையிலிருந்து மற்றும் உடலில் இருந்து ஒழியும்போது அச்சுறுத்துகிறது.,AI
TAM_HUAI_TR_177,"படுக்கைத் திரையை துவைத்த பிறகு, அதன் வடிவம் மற்றும் அமைப்பு மாறிவிடுகிறது.",AI
TAM_HUAI_TR_178,"இந்த பிராண்ட் விலை அதிகமாக இருந்தாலும், தரம் குறைவாகவே உள்ளது.",AI
TAM_HUAI_TR_179," சில முறை பயன்படுத்திய பிறகு, படுக்கைத் திரையின் கயிறுகள்  வெளியில் தெரிய ஆரம்பிக்கின்றன.",AI
TAM_HUAI_TR_180,"படுக்கைத் திரையின் மேல் மிக விரைவில் மஞ்சள் பழுப்பு புள்ளிகள்  தோன்றுகின்றன, எளிதில் சுத்தம் செய்ய முடியாது.",AI
TAM_HUAI_TR_181,தொடர்புடைய கிருமி நீக்கிகள்: குழந்தைகளுக்காக வடிவமைக்கப்பட்ட கிருமி நீக்கிகள் சில நேரங்களில் மூக்கு எரிச்சலையைக் கொண்டிருக்கின்றன.,AI
TAM_HUAI_TR_182,"சில குழந்தை துடைப்பிகள் ரசியல் அல்லாத வகையில் இருக்கின்றன, குழந்தைகளின் தோலை எரிச்சலடையச் செய்கின்றன.",AI
TAM_HUAI_TR_183,"சில குழந்தை பராமரிப்பு க்ரீம்கள் மிகுந்த ரசாயனங்களை கொண்டுள்ளன, இது குளிர் பாதிப்பை ஏற்படுத்தும்.",AI
TAM_HUAI_TR_184,"குழந்தை பவுடர் தோல் உலர்த்துவதற்கும், நெஞ்சில் பிரச்சனைகளை உண்டாக்குவதற்கும் வாய்ப்பு உள்ளது.",AI
TAM_HUAI_TR_185,"குழந்தை குளியல் சாமான்கள் சிலவற்றில் அதிகமான சோப்பு கலக்கப்பட்டுள்ளது, இதனால் குழந்தையின் தோல் உலர்கிறது.",AI
TAM_HUAI_TR_186,சில குழந்தை எண்ணெய்களில் உள்ள வாசனை பொருட்கள் குழந்தையின் தோலில் எரிச்சலை ஏற்படுத்துகின்றன.,AI
TAM_HUAI_TR_187,"குழந்தை ஷாம்பூ சிலவற்றில் அதிகமான ரசாயனங்கள் உள்ளன, இது கண்களில் எரிச்சலை ஏற்படுத்தும்.",AI
TAM_HUAI_TR_188,"பார்பிங் துணி தரம் குறைவாக இருப்பதால், அடிக்கடி கிழிந்து விடுகிறது.",AI
TAM_HUAI_TR_189,"குழந்தை நக நறுக்கிகள் மிக குறைவான தரத்தில் இருக்கின்றன, பாதிப்பை ஏற்படுத்தலாம்.",AI
TAM_HUAI_TR_190," குழந்தை பாட்டில் தரம் குறைவான பிளாஸ்டிக் பயன்படுத்தப்படுகிறது, இது ஆரோக்கியத்திற்கு மோசமாக இருக்கலாம்.",AI
TAM_HUAI_TR_191,"சில பாலூட்டிகளில் தேய்மானம் ஏற்பட வாய்ப்பு உள்ளது, குழந்தை உண்டான பிறகு உடைய வாய்ப்பு உள்ளது.",AI
TAM_HUAI_TR_192,"பாட்டில் பிரஷ் தரம் குறைவானது, அடிக்கடி கிழிந்து விடுகிறது.",AI
TAM_HUAI_TR_193,"குழந்தைகளுக்கான நீச்சல் குளம் தரம் குறைவானது, உடனே காற்று வெளியேற வாய்ப்பு உள்ளது.",AI
TAM_HUAI_TR_194,"தோல் பராமரிப்பு துணி: சில தோல் பராமரிப்பு துணிகள், குழந்தையின் நெஞ்சில் பிரச்சனைகளை ஏற்படுத்துகின்றன.",AI
TAM_HUAI_TR_195, குளியல் துவைப்பு பிறகு குழந்தையின் தோலில் எரிச்சலை ஏற்படுத்துகின்றது.,AI
TAM_HUAI_TR_196,"குழந்தை லோஷன் சிலவற்றில் மிகுந்த ரசாயனங்கள் உள்ளன, இது தோலில் ஒவ்வாமையை ஏற்படுத்தும்.",AI
TAM_HUAI_TR_197," சில சூடாக்கல் பாட்டில்களில் உள்ள திடப்படுத்தப்பட்ட பிளாஸ்டிக், சூடுபடுத்தும்போது துர்நாற்றத்தை உண்டாக்குகின்றது.",AI
TAM_HUAI_TR_198,"குழந்தை குளியல் செட்: தரம் குறைவானது, உடனே பழுதடையும் வாய்ப்பு உள்ளது.",AI
TAM_HUAI_TR_199,"நல்லுண்ணி குழந்தையின் அசைவுகளை சரியாக கண்டறியாது, இதனால் பாதுகாப்பு சிக்கல்கள் ஏற்படலாம்.",AI
TAM_HUAI_TR_200, தூங்கும் பொம்மை பித்தளையில் பிரச்சனைகளை ஏற்படுத்தும் வகையில் இருக்கிறது.,AI
TAM_HUAI_TR_201,"குழந்தை பராமரிப்பு பெட்டிகள் நன்றாக தாங்கப்படாததால், உடனே கிழிந்து விடுகின்றன.",AI
TAM_HUAI_TR_202,குழந்தைகளுக்கான நீர் பாட்டில்கள் துர்நாற்றத்தை ஏற்படுத்துகின்றன.,AI
TAM_HUAI_TR_203," குழந்தைகளுக்கான சாப்பாட்டு மேசை தரம் குறைவானது, குழந்தையின் பாதுகாப்புக்கு அச்சுறுத்தல்.",AI
TAM_HUAI_TR_204,தூக்கத்தில் குழந்தையை தாங்கும் பதக்கம் எளிதில் கிழிய வாய்ப்பு உள்ளது.,AI
TAM_HUAI_TR_205,"குழந்தைகளுக்கான நகைகள் தரம் குறைவான பொருட்களை கொண்டு தயாரிக்கப்படுகின்றன, இது குழந்தையின் ஆரோக்கியத்தை பாதிக்கக்கூடியது.",AI
TAM_HUAI_TR_206,இந்த குழந்தை பராமரிப்பு பொருட்கள் மிகவும் நன்றாக உள்ளன.,AI
TAM_HUAI_TR_207,என் குழந்தைக்கு இந்த சாமான்கள் மிகவும் பொருத்தமாக இருக்கின்றன.,AI
TAM_HUAI_TR_208,இந்த பேபி ஷாம்பு மிகவும் மென்மையானது.,AI
TAM_HUAI_TR_209,குழந்தையின் தோல் மிகவும் மிருதுவாக உள்ளது.,AI
TAM_HUAI_TR_210,இந்த பேபி லோஷன் நல்ல வாசனை கொண்டது.,AI
TAM_HUAI_TR_211,குழந்தையின் தோலை பாதுகாக்கும் சிறந்த பொருள்.,AI
TAM_HUAI_TR_212,இந்த பேபி பவுடர் மிகவும் நல்லது.,AI
TAM_HUAI_TR_213,குழந்தையின் முடி மிகவும் மென்மையாக உள்ளது.,AI
TAM_HUAI_TR_214,இந்த பேபி ஆயில் மிகவும் நல்லது.,AI
TAM_HUAI_TR_215,குழந்தையின் தோல் பிரச்சினைகள் குறைந்துவிட்டன.,AI
TAM_HUAI_TR_216,இந்த பேபி சோப் மிகவும் மென்மையானது.,AI
TAM_HUAI_TR_217,குழந்தையின் தோல் மிகவும் ஆரோக்கியமாக உள்ளது.,AI
TAM_HUAI_TR_218,இந்த பேபி கிரீம் மிகவும் நல்லது.,AI
TAM_HUAI_TR_219,குழந்தையின் தோல் மிகவும் பளபளப்பாக உள்ளது.,AI
TAM_HUAI_TR_220,இந்த பேபி டயப்பர் மிகவும் நன்றாக உள்ளது.,AI
TAM_HUAI_TR_221,இந்த குழந்தை பராமரிப்பு பொருட்கள் மிகவும் மோசமாக உள்ளன.,AI
TAM_HUAI_TR_222,என் குழந்தைக்கு இந்த சாமான்கள் பொருத்தமாக இல்லை.,AI
TAM_HUAI_TR_223,இந்த பேபி ஷாம்பு குழந்தையின் தோலை உலர்த்துகிறது.,AI
TAM_HUAI_TR_224,குழந்தையின் தோல் பிரச்சினைகள் அதிகரித்துவிட்டன.,AI
TAM_HUAI_TR_225,இந்த பேபி லோஷன் வாசனை பிடிக்கவில்லை.,AI
TAM_HUAI_TR_226,குழந்தையின் தோலை பாதுகாக்க முடியவில்லை.,AI
TAM_HUAI_TR_227,இந்த பேபி பவுடர் மிகவும் மோசமாக உள்ளது.,AI
TAM_HUAI_TR_228,குழந்தையின் முடி உலர்ந்து போய்விட்டது.,AI
TAM_HUAI_TR_229,இந்த பேபி ஆயில் குழந்தையின் தோலை எரிச்சலடையச் செய்கிறது.,AI
TAM_HUAI_TR_230,இந்த பேபி சோப் குழந்தையின் தோலை காயப்படுத்துகிறது.,AI
TAM_HUAI_TR_231,இந்த பிராண்டெட் டீ-ஷர்ட் மிகவும் தரமானது.,AI
TAM_HUAI_TR_232,துணியின் தரம் மிக உயர்ந்தது.,AI
TAM_HUAI_TR_233,இந்த டீ-ஷர்ட்டின் வடிவமைப்பு மிகவும் நவீனமாக உள்ளது.,AI
TAM_HUAI_TR_234,அணிவதற்கு மிகவும் சௌகரியமாக உள்ளது.,AI
TAM_HUAI_TR_235,நிறங்கள் அழகாகவும் நிலையாகவும் உள்ளன.,AI
TAM_HUAI_TR_236,விலைக்கு தகுந்த தரம் கொண்டது.,AI
TAM_HUAI_TR_237,தைப்பு மிகவும் நேர்த்தியாக உள்ளது.,AI
TAM_HUAI_TR_238,அடிக்கடி அணிந்தாலும் வடிவம் மாறவில்லை.,AI
TAM_HUAI_TR_239,வியர்வையை உறிஞ்சும் தன்மை கொண்டது.,AI
TAM_HUAI_TR_240,பல முறை சலவை செய்தாலும் நிறம் மங்கவில்லை.,AI
TAM_HUAI_TR_241,அளவு சரியாக பொருந்துகிறது.,AI
TAM_HUAI_TR_242,பிராண்டின் லோகோ அழகாக உள்ளது.,AI
TAM_HUAI_TR_243,பல வகையான நிறங்களில் கிடைக்கிறது.,AI
TAM_HUAI_TR_244,இந்த பிராண்டெட் டீ-ஷர்ட் மிகவும் விலை அதிகம்.,AI
TAM_HUAI_TR_245,துணியின் தரம் எதிர்பார்த்த அளவுக்கு இல்லை.,AI
TAM_HUAI_TR_246,சலவை செய்த பிறகு சுருங்கிவிட்டது.,AI
TAM_HUAI_TR_247,நிறம் வெகு விரைவில் மங்கிவிட்டது.,AI
TAM_HUAI_TR_248,அணிந்த சிறிது நேரத்திலேயே சுருக்கங்கள் விழுந்துவிட்டன.,AI
TAM_HUAI_TR_249,தைப்பு தரம் குறைவாக உள்ளது.,AI
TAM_HUAI_TR_250,அளவு சரியாக பொருந்தவில்லை.,AI
TAM_HUAI_TR_251,வியர்வையை உறிஞ்சும் தன்மை இல்லை.,AI
TAM_HUAI_TR_252,லோகோ சில சலவைகளுக்குப் பிறகே உரிந்துவிட்டது.,AI
TAM_HUAI_TR_253,துணி ஒவ்வாமை ஏற்படுத்துகிறது.,AI
TAM_HUAI_TR_254,வடிவமைப்பு மிகவும் சாதாரணமாக உள்ளது.,AI
TAM_HUAI_TR_255,இந்த விலைக்கு எதிர்பார்த்த தரம் இல்லை.,AI
TAM_HUAI_TR_256,இந்த பிராண்டெட் ஷூஸ் மிகவும் தரமானது.,AI
TAM_HUAI_TR_257,அணிவதற்கு மிகவும் சௌகரியமாக உள்ளது.,AI
TAM_HUAI_TR_258,வடிவமைப்பு மிகவும் நவீனமாக உள்ளது.,AI
TAM_HUAI_TR_259,தைப்பு மிகவும் நேர்த்தியாக உள்ளது.,AI
TAM_HUAI_TR_260,விலைக்கு தகுந்த தரம் கொண்டது.,AI
TAM_HUAI_TR_261,நிறங்கள் அழகாகவும் நிலையாகவும் உள்ளன.,AI
TAM_HUAI_TR_262,பல முறை பயன்படுத்தியும் கிழியவில்லை.,AI
TAM_HUAI_TR_263,அடிக்கடி அணிந்தாலும் வடிவம் மாறவில்லை.,AI
TAM_HUAI_TR_264,வியர்வையை உறிஞ்சும் தன்மை கொண்டது.,AI
TAM_HUAI_TR_265,பல முறை சலவை செய்தாலும் நிறம் மங்கவில்லை.,AI
TAM_HUAI_TR_266,அளவு சரியாக பொருந்துகிறது.,AI
TAM_HUAI_TR_267,பிராண்டின் லோகோ அழகாக உள்ளது.,AI
TAM_HUAI_TR_268,பல வகையான நிறங்களில் கிடைக்கிறது.,AI
TAM_HUAI_TR_269,பாதங்களை பாதுகாக்கும் தன்மை உள்ளது.,AI
TAM_HUAI_TR_270,நீண்ட நேரம் அணிந்தாலும் சோர்வு ஏற்படவில்லை.,AI
TAM_HUAI_TR_271,தரமான மெட்டீரியல் பயன்படுத்தப்பட்டுள்ளது.,AI
TAM_HUAI_TR_272,ஸ்டைலிஷ் லுக்காக உள்ளது.,AI
TAM_HUAI_TR_273,விளையாட்டு மற்றும் தினசரி பயன்பாட்டிற்கு ஏற்றது.,AI
TAM_HUAI_TR_274,நீண்ட நாள் பயன்பாட்டிற்கு உகந்தது.,AI
TAM_HUAI_TR_275,பாதங்களை நன்றாகப் பிடிக்கிறது.,AI
TAM_HUAI_TR_276,மிதமான எடை கொண்டது.,AI
TAM_HUAI_TR_277,தண்ணீரை தடுக்கக்கூடியது.,AI
TAM_HUAI_TR_278,நல்ல குஷன் சப்போர்ட் உள்ளது.,AI
TAM_HUAI_TR_279,பாதங்களை குளிர்ச்சியாக வைத்திருக்கிறது.,AI
TAM_HUAI_TR_280,விலை மதிப்புக்கு ஏற்றது.,AI
TAM_HUAI_TR_281,இந்த பிராண்டெட் ஷூஸ் மிகவும் விலை அதிகம்.,AI
TAM_HUAI_TR_282,துணியின் தரம் எதிர்பார்த்த அளவுக்கு இல்லை.,AI
TAM_HUAI_TR_283,சில நாட்களிலேயே கிழிந்துவிட்டது.,AI
TAM_HUAI_TR_284,நிறம் வெகு விரைவில் மங்கிவிட்டது.,AI
TAM_HUAI_TR_285,அணிந்த சிறிது நேரத்திலேயே சுருக்கங்கள் விழுந்துவிட்டன.,AI
TAM_HUAI_TR_286,தைப்பு தரம் குறைவாக உள்ளது.,AI
TAM_HUAI_TR_287,அளவு சரியாக பொருந்தவில்லை.,AI
TAM_HUAI_TR_288,வியர்வையை உறிஞ்சும் தன்மை இல்லை.,AI
TAM_HUAI_TR_289,லோகோ சில சலவைகளுக்குப் பிறகே உரிந்துவிட்டது.,AI
TAM_HUAI_TR_290,துணி ஒவ்வாமை ஏற்படுத்துகிறது.,AI
TAM_HUAI_TR_291,வடிவமைப்பு மிகவும் சாதாரணமாக உள்ளது.,AI
TAM_HUAI_TR_292,இந்த விலைக்கு எதிர்பார்த்த தரம் இல்லை.,AI
TAM_HUAI_TR_293,பாதங்களில் வலி ஏற்படுகிறது.,AI
TAM_HUAI_TR_294,நீண்ட நேரம் அணிந்தால் சோர்வு ஏற்படுகிறது.,AI
TAM_HUAI_TR_295,மெட்டீரியல் தரம் குறைவாக உள்ளது.,AI
TAM_HUAI_TR_296,ஸ்டைலிஷ் இல்லை.,AI
TAM_HUAI_TR_297,விளையாட்டு பயன்பாட்டிற்கு ஏற்றது இல்லை.,AI
TAM_HUAI_TR_298,நீண்ட நாள் பயன்பாட்டிற்கு உகந்தது இல்லை.,AI
TAM_HUAI_TR_299,பாதங்களை நன்றாகப் பிடிக்கவில்லை.,AI
TAM_HUAI_TR_300,மிக அதிக எடை கொண்டது.,AI
TAM_HUAI_TR_301,தண்ணீரை தடுக்கக்கூடியது இல்லை.,AI
TAM_HUAI_TR_302,குஷன் சப்போர்ட் இல்லை.,AI
TAM_HUAI_TR_303,பாதங்களை சூடாக வைத்திருக்கிறது.,AI
TAM_HUAI_TR_304,விலை மதிப்புக்கு ஏற்றது இல்லை.,AI
TAM_HUAI_TR_305,கால் விரல்களுக்கு இடம் குறைவாக உள்ளது.,AI
TAM_HUAI_TR_306,இந்த ஃபவுண்டேஷன் சருமத்தில் மிக மென்மையாக இருக்கிறது.,AI
TAM_HUAI_TR_307,இந்த லிப்ஸ்டிக் நிறம் விரைவில் மங்கிவிடுகிறது.,AI
TAM_HUAI_TR_308,இந்த மாஸ்காரா கண்களுக்கு அழகான தோற்றத்தை தருகிறது. ,AI
TAM_HUAI_TR_309,இந்த மைசிறைசர் சருமத்தில் ஒட்டவில்லை. ,AI
TAM_HUAI_TR_310,இந்த ஐ ஷேடோ பல வண்ணங்களில் கிடைக்கிறது. ,AI
TAM_HUAI_TR_311,இந்த பிளஷ் சருமத்தை உலர்த்துகிறது. ,AI
TAM_HUAI_TR_312,இந்த நெயில் பாலிஷ் நீண்ட நாட்களுக்கு நீடிக்கிறது. ,AI
TAM_HUAI_TR_313,இந்த க்ரீம் சருமத்தில் எரிச்சலை ஏற்படுத்துகிறது. ,AI
TAM_HUAI_TR_314,இந்த ஃபேஸ் வாஷ் முகத்தை பளபளப்பாக மாற்றுகிறது. ,AI
TAM_HUAI_TR_315,இந்த பர்ஃப்யூம் மணம் அதிக நேரம் நீடிக்கவில்லை.,AI
TAM_HUAI_TR_316,இந்த காஜல் நீண்ட நேரம் கண்களில் நீடிக்கிறது. ,AI
TAM_HUAI_TR_317,இந்த ஃபேஸ் பவுடர் சருமத்தை உலர்த்துகிறது.,AI
TAM_HUAI_TR_318,இந்த சன்பிளாக் க்ரீம் சூரிய கிரணங்களில் இருந்து பாதுகாப்பு தருகிறது. ,AI
TAM_HUAI_TR_319,இந்த ஃபேஸ் க்ரீம் பருக்கள் ஏற்படுகிறது. ,AI
TAM_HUAI_TR_320,இந்த ஐ லைனர் கண்களில் எரிச்சலை ஏற்படுத்தவில்லை. ,AI
TAM_HUAI_TR_321,இந்த பேஸ் ஸ்க்ரப் சருமத்தை அதிகமாக சிரமப்படுத்துகிறது.,AI
TAM_HUAI_TR_322,இந்த ஃபேஸ் மாஸ்க் முகத்தை புத்துணர்ச்சி தருகிறது. ,AI
TAM_HUAI_TR_323,இந்த ஐ கோன்டூர் சரியாக ஒட்டவில்லை.,AI
TAM_HUAI_TR_324,இந்த லிப்பாம் உதட்டில் மென்மையாக இருக்கிறது. ,AI
TAM_HUAI_TR_325,இந்த ஃபேஸ் ப்ரைமர் சருமத்தில் பூச்சுகளை ஏற்படுத்துகிறது. ,AI
TAM_HUAI_TR_326,இந்த ஃபேஸ் மிஸ்ட் முகத்தில் குளிர்ச்சியை தருகிறது. ,AI
TAM_HUAI_TR_327,இந்த மிட்நைட் க்ரீம் அதிக நேரம் சருமத்தில் ஒட்டவில்லை. ,AI
TAM_HUAI_TR_328,இந்த ஐ கோல்ட் முகத்தை பளபளப்பாக மாற்றுகிறது. ,AI
TAM_HUAI_TR_329,இந்த லிப்ஸ்டிக் மெட்டில் நிறம் இல்லை. ,AI
TAM_HUAI_TR_330,இந்த மாஸ்காரா எளிதில் நீரிழிந்து விடுகிறது.,AI
TAM_HUAI_TR_331,இந்த ஷாம்பு முடியை மென்மையாக மாற்றுகிறது. ,AI
TAM_HUAI_TR_332,இந்த ஷாம்பு முடி உதிர்வை அதிகரிக்கிறது.,AI
TAM_HUAI_TR_333,இந்த கண்டிஷனர் முடியை நல்லா மினுக்கமாக செய்கிறது. ,AI
TAM_HUAI_TR_334,இந்த கண்டிஷனர் முடியை ஒட்டவைத்து விடுகிறது. ,AI
TAM_HUAI_TR_335,இந்த ஹேர் ஆயில் முடியின் வளர்ச்சிக்கு உதவுகிறது. ,AI
TAM_HUAI_TR_336,இந்த ஹேர் ஆயில் பலரும்விதமாக மணமடக்குகிறது.,AI
TAM_HUAI_TR_337,இந்த ஹேர் மாஸ்க் முடியை வலிமையாக்குகிறது.,AI
TAM_HUAI_TR_338,இந்த ஹேர் மாஸ்க் முடியை குருட்டாக்குகிறது. ,AI
TAM_HUAI_TR_339,இந்த ஹேர் ஸ்ப்ரே முடியை செட்டிங்குக்கு உதவுகிறது. ,AI
TAM_HUAI_TR_340,இந்த ஹேர் ஸ்ப்ரே முடியை கடினமாக மாற்றுகிறது. ,AI
TAM_HUAI_TR_341,இந்த ஹேர் ஜெல் முடியை பளபளப்பாக மாற்றுகிறது. ,AI
TAM_HUAI_TR_342,இந்த ஹேர் ஜெல் முடியில் உடைச்சலை ஏற்படுகிறது. ,AI
TAM_HUAI_TR_343,இந்த ஹேர் செரம் முடியை மென்மையாக செய்கிறது. ,AI
TAM_HUAI_TR_344,இந்த ஹேர் செரம் முடியை அதிகமாக கொழுவாக்குகிறது. ,AI
TAM_HUAI_TR_345,இந்த ஹேர் ஷாம்பு முடியை நன்றாக சுத்தமாக்குகிறது. ,AI
TAM_HUAI_TR_346,இந்த ஹேர் ஷாம்பு முடியை சுண்டிகொள்ள வைத்து விடுகிறது. ,AI
TAM_HUAI_TR_347,இந்த ஹேர் டானிக் முடியின் அடியில் செறிவை அதிகரிக்கிறது. ,AI
TAM_HUAI_TR_348,இந்த ஹேர் டானிக் முடியை பரிதவிக்கவைத்து விடுகிறது. ,AI
TAM_HUAI_TR_349,இந்த ஹேர் கேர் ப்ரொடக்ட் முடியை நேர்த்தியாகவும் நன்கு பராமரிக்கவும் செய்கிறது. ,AI
TAM_HUAI_TR_350,இந்த ஹேர் கேர் ப்ரொடக்ட் முடியை பெரிதும் பாதிக்கிறது. ,AI
TAM_HUAI_TR_351,இந்த ஹேர் கிளிப்புகள் முடியை செட்டிங் செய்ய எளிதாக்குகிறது. ,AI
TAM_HUAI_TR_352,இந்த ஹேர் கிளிப்புகள் முடியை பிடிக்க வைக்கவில்லை. ,AI
TAM_HUAI_TR_353,இந்த ஹேர் கிரீம் முடியை நன்றாக பாதுகாக்கிறது. ,AI
TAM_HUAI_TR_354,இந்த ஹேர் கிரீம் முடியை பசைப்படுத்துகிறது.,AI
TAM_HUAI_TR_355,இந்த ஹேர் புரோடக்ட் முடியை தழைத்து வளர்த்தது. ,AI
TAM_HUAI_TR_356,இந்த லிப்பாம் உதடுகளை மிகவும் மென்மையாக மாற்றுகிறது.,AI
TAM_HUAI_TR_357,இந்த லிப்பாம் உதடுகளில் எரிச்சலை ஏற்படுத்துகிறது. ,AI
TAM_HUAI_TR_358,இந்த லிப்ஸ்டிக் நிறம் மிகவும் அழகாக உள்ளது.,AI
TAM_HUAI_TR_359,இந்த லிப்ஸ்டிக் நிறம் விரைவில் மங்கிவிடுகிறது. ,AI
TAM_HUAI_TR_360,இந்த லிப்ப்க்ளாஸ் உதடுகளை பளபளப்பாக மாற்றுகிறது.,AI
TAM_HUAI_TR_361,இந்த லிப்ப்க்ளாஸ் உதடுகளை ஒட்டவைத்து விடுகிறது. ,AI
TAM_HUAI_TR_362,இந்த லிப் ஸ்கிரப் உதடுகளை நன்றாக சுத்தமாக்குகிறது. ,AI
TAM_HUAI_TR_363,இந்த லிப் ஸ்கிரப் உதடுகளை அதிகமாக சிரமப்படுத்துகிறது.,AI
TAM_HUAI_TR_364,இந்த லிப் மாய்ஸ்சரைசர் உதடுகளை நீண்ட நேரம் இளமையாக வைத்திருக்கிறது. ,AI
TAM_HUAI_TR_365,இந்த லிப் மாய்ஸ்சரைசர் உதடுகளில் எண்ணெய் அதிகமாகும். ,AI
TAM_HUAI_TR_366,இந்த லிப்பின் உதடுகளை மென்மையாகவும் பளபளப்பாகவும் மாற்றுகிறது.,AI
TAM_HUAI_TR_367,இந்த லிப்பின் நிறம் சரியாக ஒட்டவில்லை. ,AI
