ID,DATA,LABEL
TAM_HUAI_TR_368,இந்த லிப் பிளம்பர் உதடுகளை மிதமாக பெரிதாக்குகிறது. ,AI
TAM_HUAI_TR_369,இந்த லிப் பிளம்பர் உதடுகளில் எரிச்சலை ஏற்படுத்துகிறது. ,AI
TAM_HUAI_TR_370,இந்த லிப் மாஸ்க் உதடுகளை புத்துணர்ச்சியடைய செய்கிறது. ,AI
TAM_HUAI_TR_371,இந்த லிப் மாஸ்க் உதடுகளை சுருக்கமாக மாற்றுகிறது. ,AI
TAM_HUAI_TR_372,இந்த லிப் லைனர் உதடுகளை அழகாக வரைவதற்கு உதவுகிறது.,AI
TAM_HUAI_TR_373,இந்த லிப் லைனர் உதடுகளை உலர்த்து விடுகிறது.,AI
TAM_HUAI_TR_374,இந்த லிப்பின் உதடுகளை குளிர்ச்சியாகவும் ஆரோக்கியமாகவும் வைத்திருக்கிறது. ,AI
TAM_HUAI_TR_375,இந்த லிப்பின் வெறுமனே ஒரு காம்பவுண்டை விட்டுச்செய்தது போலவே உள்ளது.,AI
TAM_HUAI_TR_376,இந்த லிப்பின் உதடுகளின் பிளவுகளை சரிசெய்கிறது. ,AI
TAM_HUAI_TR_377,இந்த லிப்பின் அதிகம் பயன்படுத்த உடனே விரைவில் கருகிவிடும். ,AI
TAM_HUAI_TR_378,இந்த லிப்ஸ்டிக் உதடுகளில் நீண்ட நேரம் நீடிக்கிறது. ,AI
TAM_HUAI_TR_379,இந்த லிப்ஸ்டிக் உதடுகளில் உலர்ச்சி ஏற்படுகிறது.,AI
TAM_HUAI_TR_380,இந்த லிப்பின் உதடுகளுக்கு அதிக பாதுகாப்பு தருகிறது. ,AI
TAM_HUAI_TR_381,இந்த க்ரீம் சருமத்தை மிகவும் மிருதுவாக மாற்றுகிறது. ,AI
TAM_HUAI_TR_382,இந்த க்ரீம் சருமத்தில் எரிச்சலை ஏற்படுத்துகிறது. ,AI
TAM_HUAI_TR_383,இந்த மொய்சுறைசர் சருமத்தை நீண்ட நேரம் இளமையாக வைத்திருக்கிறது. ,AI
TAM_HUAI_TR_384,இந்த மொய்சுறைசர் சருமத்தில் பிம்பம் ஏற்படுத்துகிறது. ,AI
TAM_HUAI_TR_385,இந்த ஃபேஸ் வாஷ் முகத்தை பளபளப்பாக மாற்றுகிறது. ,AI
TAM_HUAI_TR_386,இந்த ஃபேஸ் வாஷ் சருமத்தை உலர்த்துகிறது.,AI
TAM_HUAI_TR_387,இந்த சன் ஸ்கிரீன் சருமத்தை சூரிய கதிர்களில் இருந்து பாதுகாக்கிறது.,AI
TAM_HUAI_TR_388,இந்த சன் ஸ்கிரீன் சருமத்தில் எண்ணெய் அதிகமாகும். ,AI
TAM_HUAI_TR_389,இந்த ஃபேஸ் மாஸ்க் சருமத்தை புத்துணர்ச்சியடைய செய்கிறது.,AI
TAM_HUAI_TR_390,இந்த ஃபேஸ் மாஸ்க் சருமத்தில் எரிச்சலை ஏற்படுத்துகிறது. ,AI
TAM_HUAI_TR_391,இந்த ஸ்கிரப் சருமத்தை நன்றாக சுத்தமாக்குகிறது. ,AI
TAM_HUAI_TR_392,இந்த ஸ்கிரப் சருமத்தை அதிகமாக சிரமப்படுத்துகிறது. ,AI
TAM_HUAI_TR_393,இந்த ஃபேஸ் சீரம் சருமத்தை மென்மையாக்குகிறது. ,AI
TAM_HUAI_TR_394,இந்த ஃபேஸ் சீரம் சருமத்தில் எண்ணெய் அதிகமாகும்.,AI
TAM_HUAI_TR_395,இந்த ஐ கிரீம் கண்களின் கருவளையங்களை குறைக்கிறது. ,AI
TAM_HUAI_TR_396,இந்த ஐ கிரீம் எரிச்சலை ஏற்படுத்துகிறது.,AI
TAM_HUAI_TR_397,இந்த நெயில் பாலிஷ் விரைவில் மங்கிவிடுகிறது.,AI
TAM_HUAI_TR_398,இந்த நெயில் ரிமூவர் விரல்களை மென்மையாக சுத்தமாக்குகிறது.,AI
TAM_HUAI_TR_399,இந்த நெயில் ரிமூவர் விரல்களை உலர்த்துகிறது. ,AI
TAM_HUAI_TR_400,இந்த நெயில் ஃபைல் மிகவும் செயல்திறனாக உள்ளது.,AI
TAM_HUAI_TR_401,இந்த நெயில் ஃபைல் விரலை கீறுகிறது. ,AI
TAM_HUAI_TR_402,இந்த நெயில் கிரீம் விரல்களை நன்றாக பாதுகாக்கிறது.,AI
TAM_HUAI_TR_403,இந்த நெயில் கிரீம் விரல்களை அதிகமாக கொழுவாக்குகிறது. ,AI
TAM_HUAI_TR_404,இந்த நெயில் ஹார்ட்னர் விரல்களை வலிமையாக்குகிறது. ,AI
TAM_HUAI_TR_405,இந்த நெயில் ஹார்ட்னர் விரல்களை உடைக்க வைக்கிறது. ,AI
TAM_HUAI_TR_406,   கிருமி நாசினி ,HUMAN
TAM_HUAI_TR_407,  உடம்பு நன்றாக உள்ளது,HUMAN
TAM_HUAI_TR_408,  வியர்வை நாற்றம் போகும்  புத்துணர்ச்சியாக இருக்கும்.,HUMAN
TAM_HUAI_TR_409, மீரா சேக்கா தலைய வந்து பிரவுன்  காட்டுகிறது,HUMAN
TAM_HUAI_TR_410,அடிக்கடி துவச்சா ஒரு ஷேப்லெஸ் ஆயிருக்கு,HUMAN
TAM_HUAI_TR_411,பல்பொடி வந்து ரொம்ப காரத்தன்மை ரொம்ப ஜாஸ்தியா இருக்கு,HUMAN
TAM_HUAI_TR_412,அடிக்கடி ரிப்பேர் பண்ற வேலை இல்லை முடி ரொம்ப வறட்சியா இருக்கு அந்த எண்ணெயை தடவுவதில் இருந்து முடி ரொம்ப கொட்டுது இந்த ஷாம்பு எனக்கு ஒத்துக்கவே இல்ல,HUMAN
TAM_HUAI_TR_413,அடுத்தவர்களுக்கு தொல்லை கொடுக்காமல் பேசலாம்,HUMAN
TAM_HUAI_TR_414,அணிந்து கொள்ள மென்மையாக இருக்கும்.,HUMAN
TAM_HUAI_TR_415,அதிக கனம் கொண்டதாக உள்ளது.,HUMAN
TAM_HUAI_TR_416,அதிக நேரம் யூஸ் பண்ணினா தலை வலி வந்துருது. ,HUMAN
TAM_HUAI_TR_417,டி-ஷர்ட் வந்து நல்லா இருக்கு மாவுக்கேத்த பணியாரம் காசு கேட்ட டி-ஷர்ட்,HUMAN
TAM_HUAI_TR_418,அதிகப்படியான ஆண்டுகள் நீடித்து உழைக்கும் ஆற்றல்,HUMAN
TAM_HUAI_TR_419,அதிகப்படியான எடை ,HUMAN
TAM_HUAI_TR_420,அதிகமா செலவு பண்ண வேண்டி இருக்கு ,HUMAN
TAM_HUAI_TR_421,அதிபடியான வேதியல் பொருட்கள் மற்றும் சிறப்பு சேர்க்கைகள் தேவையற்றது ,HUMAN
TAM_HUAI_TR_422,ஷாம்பு போட்டா பொடுகு இல்லாமல் இருக்கு பட் முடி கொட்டுது,HUMAN
TAM_HUAI_TR_423,அந்த டீ ஷர்டை போட்டாலே ஒரு கெத்தா தெரியுது,HUMAN
TAM_HUAI_TR_424,அந்த பெர்ஃப்யூம் ஸ்மெல் வந்து ஒரு தலை வலிக்கிற மாதிரி இருக்கு ,HUMAN
TAM_HUAI_TR_425,அந்த லிப்ஸ்டிக் ஷேட் எனக்கு எடுக்க வில்லை,HUMAN
TAM_HUAI_TR_426,"அந்த வாட்ச் பிராண்ட் மிகவும் அருமையாக உள்ளது, ஏனெனில் பிராண்டில் பல சேகரிப்புகள் உள்ளன மற்றும் அம்சங்கள் மிகவும் அருமையாக உள்ளன",HUMAN
TAM_HUAI_TR_427,அப்புறம் நல்லா அழுக்கு போகுது பிரெஷா பீல் பண்ற,HUMAN
TAM_HUAI_TR_428,அமேசான் சட்டை கார்டன் துணி நல்லா இருக்கு,HUMAN
TAM_HUAI_TR_429,அருமை. நன்கு உழைக்கிறது.,HUMAN
TAM_HUAI_TR_430,அளவு கம்மியா இருக்கும் ,HUMAN
TAM_HUAI_TR_431,அனைத்து கடைகளிலும் கிடைப்பதில்லை.,HUMAN
TAM_HUAI_TR_432,ஆடியோ நன்றாக உள்ளது,HUMAN
TAM_HUAI_TR_433,ஆப்பிள் செல் போன் குவாலிட்டிய இருக்கும்,HUMAN
TAM_HUAI_TR_434,ஆப்பிள் லெப்டாப்   குவாலிட்டிய இருக்கும்,HUMAN
TAM_HUAI_TR_435,ஆயிரம் தான் இருந்தாலும் கெமிக்கல்ஸ் கெமிக்கல்ஸ் தான்,HUMAN
TAM_HUAI_TR_436,ஆயிரம் தான் இருந்தாலும் பிராண்ட் பிராண்டு தான,HUMAN
TAM_HUAI_TR_437,ஆயில் லிஸ்ட் எனக்கு கேக்குது ,HUMAN
TAM_HUAI_TR_438,ஆனா வந்து என்ன சொல்றது அதை அதனுடைய டேஸ்ட் கொஞ்சம் கசப்பு தன்மையா இருக்குது,HUMAN
TAM_HUAI_TR_439,ஆனால் சில சமயங்களில் சுவை நீண்ட நேரம் இருக்கும் அதனால் எனக்கு புடிக்காது,HUMAN
TAM_HUAI_TR_440,ஆனால் சில சமயங்களில் சோப்பு அவ்வளவு நுரையை கொடுக்காது,HUMAN
TAM_HUAI_TR_441,இக்காலத்தில் பொருள்கள் மிகவும்  தரமானதாக இல்லை,HUMAN
TAM_HUAI_TR_442,இத பயன் படுத்தும் பொது ஒரு விதமான புத்துணர்ச்சி பிறக்குது.,HUMAN
TAM_HUAI_TR_443,இது ஒரு மிடிலேஜ் ஆளுங்களுக்கெல்லாம் நான் இதை ரொம்ப ரெகமெண்ட் பண்ணுவேன்,HUMAN
TAM_HUAI_TR_444,"இது குளிர்காலத்தில் அதிக வறட்சியை உருவாக்குகிறது, இது குளிர்காலத்திற்கு நல்லதல்ல",HUMAN
TAM_HUAI_TR_445,இது நல்ல பிராண்ட்,HUMAN
TAM_HUAI_TR_446,இது நான் வாங்கணும்னு ரொம்ப நாளா நினைச்சிட்டு இருந்தேன் அப்பறம் ஒரு சேல்ல கிடைத்தது எனக்கு இது என்னுடைய ட்ரீம் பேக்,HUMAN
TAM_HUAI_TR_447,இது போடுறதுனால கரும்புள்ளி எல்லாம் கொஞ்சம் குறைஞ்ச மாதிரி இருக்கு,HUMAN
TAM_HUAI_TR_448,இது போறதுனால என் கால் ரொம்ப மழை மழைன்னு இருக்க,HUMAN
TAM_HUAI_TR_449,இது ரொம்ப காஸ்ட்லி,HUMAN
TAM_HUAI_TR_450,இது ரொம்ப சாஃப்டா இருக்கு,HUMAN
TAM_HUAI_TR_451,இதெல்லாம் ஒன் டைம் இன்வெஸ்ட்மென்ட் வாங்க வேண்டியது தான் லைஃப்ல சிலதெல்லாம் நம்ம கிட்ட இருக்கணும்னு நினைப்போம்ல அதுல ஒரு பொண்ணு தான் இந்த பேக்,HUMAN
TAM_HUAI_TR_452,இதெல்லாம் கடைகளலும் கிடைக்காது,HUMAN
TAM_HUAI_TR_453,இதெல்லாம் வியாபார தந்திரம் போல இருக்குது,HUMAN
TAM_HUAI_TR_454,இதே மாடல்ல என்னுடைய இரண்டாவது செருப்பு,HUMAN
TAM_HUAI_TR_455,இந்த ஃபேஸ் வாஷ் போடறதுனால நான் தண்ணில கழுவனும் கூட அவசியமில்லை பேப்பர் வச்சு தொடச்சால் போதும்,HUMAN
TAM_HUAI_TR_456,இந்த கிரீம் முகத்துக்கு நல்லா இல்ல,HUMAN
TAM_HUAI_TR_457,இந்த கிரீம் முகப்பருவ கம்மி பண்ணும்,HUMAN
TAM_HUAI_TR_458,இந்த சட்டை  துணி நல்லா இல்ல,HUMAN
TAM_HUAI_TR_459,இந்த சட்டை கார்டன் துணி நல்லா இருக்கும்,HUMAN
TAM_HUAI_TR_460,இந்த சென்ட்டு  வாசனையா இருக்கும்,HUMAN
TAM_HUAI_TR_461,இந்த சென்ட்டு  வாசனையா இல்ல,HUMAN
TAM_HUAI_TR_462,"இந்த சோப் டிஎஃப்எம் கம்மியா இருக்கு , அதனால இது வேண்டாம்",HUMAN
TAM_HUAI_TR_463,இந்த சோப்பு ரொம்ப  வாசனையா இருக்கு,HUMAN
TAM_HUAI_TR_464,இந்த பிராண்ட் காஸ்ட் எபக்ட்டிவ் பிளஸ் ஓரளவுக்கு நல்ல டீசன்டான மாடல் இருக்கும்,HUMAN
TAM_HUAI_TR_465,இந்த பேஸ்ட் ஆயுர்வேதா பல்லுக்கு நல்லது,HUMAN
TAM_HUAI_TR_466,இந்த பேஸ்ட் நல்லா இல்ல பல்லுக்கு,HUMAN
TAM_HUAI_TR_467,இந்த பேஸ்ட்டை விட வேப்பங்குச்சியில் பல்லு தேச்சாவே இன்னும் கொஞ்சம் நல்ல இம்ப்ரூவ்மெண்ட் இருக்கு,HUMAN
TAM_HUAI_TR_468,இந்த வாட்ச்க்கு கேரண்டி இல்ல,HUMAN
TAM_HUAI_TR_469,இந்த ஷாம்பு முடிக்கு நல்லா இருக்கு,HUMAN
TAM_HUAI_TR_470,இந்தா ஷாம்பு  பொடுகுக்கு நல்லா இல்ல,HUMAN
TAM_HUAI_TR_471,இறுக்கமாக அணிவதால் தசை பிடிப்பு ஏற்படும்,HUMAN
TAM_HUAI_TR_472,ஈஸியா வந்து அரஞ்சுரும் அதனால மன்த்லி வந்து ரெண்டு சோப் ஆகும் ,HUMAN
TAM_HUAI_TR_473,உடம்பு குளிமை,HUMAN
TAM_HUAI_TR_474,உடலின் இயற்கை கெடுகிறது,HUMAN
TAM_HUAI_TR_475,உடல் தூய்மை மற்றும் சுகாதாரம் பேணுதல் ,HUMAN
TAM_HUAI_TR_476,உடல் தூர்நாற்றத்தை கட்டுபடுத்துகிறது,HUMAN
TAM_HUAI_TR_477,உடல் தூர்நாற்றத்தை கட்டுப்படுத்தும்,HUMAN
TAM_HUAI_TR_478,உடல் தோற்றம் நன்றாக இருக்கும்,HUMAN
TAM_HUAI_TR_479,உடனடியாக கறைந்துவிடுகிறது,HUMAN
TAM_HUAI_TR_480,உணர்திறன்,HUMAN
TAM_HUAI_TR_481,உபயோகிப்பது இல்லை,HUMAN
TAM_HUAI_TR_482,உரித்த நேரத்தில் தகவலை பரிமாறி கொள்ளலாம்,HUMAN
TAM_HUAI_TR_483,உரிய நேரத்தில் தேவையான இடத்திற்கு செல்ல முடியும்,HUMAN
TAM_HUAI_TR_484,ஊர ஏமாற்றுவதற்கு ஒரே வாசனையா வச்சிடுறாங்க,HUMAN
TAM_HUAI_TR_485,எடுத்துச் செல்ல ஏதுவாக உள்ளது,HUMAN
TAM_HUAI_TR_486,எடை குறைவானது,HUMAN
TAM_HUAI_TR_487,எண்ணெயிலேயே இல்லை ஷாம்பூ இல்லையான்னு  கொத்துக்கொத்தா முடி கீழே கொட்டியது,HUMAN
TAM_HUAI_TR_488,எதிர்மறை ஏதும் இல்லை.,HUMAN
TAM_HUAI_TR_489,எது நெகடிவ் இல்ல,HUMAN
TAM_HUAI_TR_490,எதுவும் இல்லை ,HUMAN
TAM_HUAI_TR_491,எதை போட்டாலும் முடி தான் கொட்டுது,HUMAN
TAM_HUAI_TR_492,எந்த இடத்தில் வேண்டுமானலும் உபயோகிகஉபயோகிக்கலாம்,HUMAN
TAM_HUAI_TR_493,எந்த கருத்தும் இல்லை,HUMAN
TAM_HUAI_TR_494,எப்ப பியபோதுன்னு தெரியல,HUMAN
TAM_HUAI_TR_495,எப்படித்தான் பிட்டிங்காணே தெரியல அவ்ளோ,HUMAN
TAM_HUAI_TR_496,எல்லா இடங்களிலும் எடுத்து சென்று உபயோகிக்கலாம்,HUMAN
TAM_HUAI_TR_497,எனக்காக அது பாஸ்ட்டா ப்ராசஸ் ஆகும் ,HUMAN
TAM_HUAI_TR_498,"எனக்கு  செருப்பை பிடிக்கும், ஏனெனில் அது அணிவதற்கு மிகவும் வசதியானது மற்றும் இது அனைத்து வகையான ஆடைகளுக்கும் பொருந்தக்கூடியது",HUMAN
TAM_HUAI_TR_499,எனக்கு அதோட  டேஸ்டபுடிச்சிருக்கூ,HUMAN
TAM_HUAI_TR_500,"எனக்கு அந்த குறிப்பிட்ட பிராண்ட் சட்டையை  பிடிக்கும் , ஏனெனில் அதன் ஃபேபிர்க் நன்றாக மற்றும் அணிய வசதியாக உள்ளது",HUMAN
TAM_HUAI_TR_501,"எனக்கு அந்த சோப்பு பிடிக்கும், ஏனெனில் அதில் குறைவான கிளிசரின் உள்ளது மற்றும் நல்ல வாசனை உள்ளது",HUMAN
TAM_HUAI_TR_502,"எனக்கு என் ஃபேஸ்வ்சாவை பிடிக்கும் , ஏனென்றால் அது மிகவும் நல்ல வாசனையாக இருக்கிறது, மேலும் இது என் தோலில் உள்ள எண்ணெயை நீக்குகிறது மேலும் இது ஒரு புதிய தோற்றத்தை அளிக்கிறது.",HUMAN
TAM_HUAI_TR_503,எனக்கு என்னோட சோப் பிடிக்கும். ஆயிலி ஸ்கின்னுக்கு வந்து நல்லா கேக்கறதுனால பிடிக்கும் அதே மாதிரி பிம்பிள்ஸ் வந்து கொஞ்சம் குறைஞ்சிருக்கு.,HUMAN
TAM_HUAI_TR_504,எனக்கு ஏற்ற அளவு செருப்பு கிடைக்கவில்லை,HUMAN
TAM_HUAI_TR_505,எனக்கு ஒரு புத்தகம் போல உதவுது. ,HUMAN
TAM_HUAI_TR_506,"எனக்கு பிடிக்கும்,இது மிகவும் நல்ல மணம் மற்றும் அந்த வாசனை நீண்ட காலம் நீடிக்கும். இது என் தலைமுடிக்கு மென்மையான அமைப்பை அளிக்கிறது",HUMAN
TAM_HUAI_TR_507,"எனக்கு பிடிக்கும்,ஏனெனில் அது மிகவும் புத்துணர்ச்சியையும் குறைவான நுரையையும் தருகிறது",HUMAN
TAM_HUAI_TR_508,எனக்கு புடிக்கும். ஜாஸ்தி ஸ்மெல் வராது ,HUMAN
TAM_HUAI_TR_509,எனக்கு புடிச்ச செருப்பு என் சைஸ்ல இருக்காது எனக்கு எல்லா பிராண்டும் செட் ஆகாது,HUMAN
TAM_HUAI_TR_510,"எனது இயர்பட்கள் எந்த வகையான பாடல்கள் அல்லது இசையைக் கேட்க மிகவும் அருமையாக இருக்கிறது, அதன் ஒலி தரம் மிகவும் அருமையாக உள்ளது",HUMAN
TAM_HUAI_TR_511,எனது பைக் பிராண்ட் பழையது மற்றும் நல்லது. அது தரும் மைலேஜ் நன்றாக உள்ளது,HUMAN
TAM_HUAI_TR_512,"எனது பைக் பிராண்ட் பழையது, அதனால் என்னால் உதிரி பாகங்களை எளிதில் பெற முடியாது",HUMAN
TAM_HUAI_TR_513,"எனது மொபைல் பிரான்ஸ் மிகவும் அருமையாக உள்ளது, சிறந்த கேமரா தரம் மற்றும் பாதுகாப்பு அற்புதமானது மற்றும் செயல்பட எளிதானது",HUMAN
TAM_HUAI_TR_514,"எனது லேப்டாப் பிராண்ட் புதியது மற்றும் இது பல அற்புதமான அம்சங்களைக் கொண்டுள்ளது, இது பதிலளிப்பதில் மிக வேகமாக உள்ளது",HUMAN
TAM_HUAI_TR_515,எனது லேப்டாப் பிராண்ட் மிகவும் விலை உயர்ந்தது மற்றும் இது இந்தியாவில் தயாரிக்கப்படவில்லை,HUMAN
TAM_HUAI_TR_516,"எனது வாசனை திரவியத்தைப் பற்றிய ஒரே எதிர்மறையான விஷயம் என்னவென்றால், அது விலை உயர்ந்தது மற்றும் எளிதில் வாங்குவது அரிது",HUMAN
TAM_HUAI_TR_517,என் இயர்பட்ஸ் சார்ஜ் நேரம் மிக நீண்டது,HUMAN
TAM_HUAI_TR_518,என் பிரெண்ட்ஸ் எல்லாம் இதை யூஸ் பண்றாங்க,HUMAN
TAM_HUAI_TR_519,என் ஸ்கின் ரொம்ப சென்சிடிவ் அதனால எனக்கு இதெல்லாம் ஒத்துக்க மாட்டேங்குது,HUMAN
TAM_HUAI_TR_520,என்கிட்ட இல்ல ,HUMAN
TAM_HUAI_TR_521,என்ன மாதிரி போட்டா நமக்கு செட் ஆகும்னு தெரியலையே இது,HUMAN
TAM_HUAI_TR_522,என்ன வச்சு சீப்பு போட்டு வாரி ஜடை போட்டாலுமே முடி கொட்டுது வாரத்துக்கு ரெண்டு தடவ தலை குளிக்கிற நல்ல சாப்பிடுற நல்ல எண்ணத்தை ஆனாலும் முடி கொட்டுது,HUMAN
TAM_HUAI_TR_523,என்னக்கு நெகடிவ் சொல்ல தெரியல. ,HUMAN
TAM_HUAI_TR_524,என்னுடைய பேக் வந்து ஒரு தடவை இன்வெஸ்ட் பண்ணனும்னா ஒரு 3 இயர்ஸ் 4 இயர்ஸ் வரைக்கும் அடிக்கலாம்,HUMAN
TAM_HUAI_TR_525,ஏதாவது பிரச்சனை ஏற்பட்டால் சரி செய்யப்படுவது கடினம்,HUMAN
TAM_HUAI_TR_526,ஏதுமில்லை.,HUMAN
TAM_HUAI_TR_527,ஏதும் பிரச்சனை இல்ல,HUMAN
TAM_HUAI_TR_528,ஏதோ பிரச்சனை இல்லை,HUMAN
TAM_HUAI_TR_529,ஏன் இப்படி முடி கொட்டுதுன்னு தெரியல எல்லாம்,HUMAN
TAM_HUAI_TR_530,ஏன் சைசுக்கு செருப்பு மட்டும் கிடைக்கவே கிடைக்காது,HUMAN
TAM_HUAI_TR_531,ஏன்டா வாங்கணும்னு பீல் பண்ண வச்சுடும்,HUMAN
TAM_HUAI_TR_532,ஒட்டோ நல்லா இருக்கும் ,HUMAN
TAM_HUAI_TR_533,ஒரு அரை மணி நேரத்துக்கு முகப்பொலிவு இருக்கு. ,HUMAN
TAM_HUAI_TR_534,ஒரு சில டைம் ஏண்டா இதை வாங்கணும்னு பீல் பண்ண வைக்கிறது,HUMAN
TAM_HUAI_TR_535,ஒரு சில நேரங்களில் வெடிக்கும்,HUMAN
TAM_HUAI_TR_536,ஒரு லட்சத்துக்குள்ள இந்த வண்டி என்றால் கண்டிப்பாக நல்ல வண்டி மைலேஜ் கொடுக்குது,HUMAN
TAM_HUAI_TR_537,ஒரு விதமான புத்துணர்ச்சியை உருவாக்குது,HUMAN
TAM_HUAI_TR_538,ஒரு வேப்பங்குச்சில்ல உள்ள பிரெஸ்னஸ் இந்த டூத்பேஸ்ட்டைல இல்ல என உணருகிறேன்.  ,HUMAN
TAM_HUAI_TR_539,ஒரே பிராண்ட் யூஸ் பண்ண மாட்டேன் டுவைஸ் வந்துட்டு ,HUMAN
TAM_HUAI_TR_540,ஒரே பிராண்ட் யூஸ் பண்ணதுல ,HUMAN
TAM_HUAI_TR_541,ஒரே பிராண்ட் யூஸ் பண்ணதுல ,HUMAN
TAM_HUAI_TR_542,ஒரே வாரத்தில் கை ஒரு பக்கம் முறுக்கிக்கிட்டு இடுப்பு ஒரு பக்கம் முறுக்கிக்கிட்டு நிக்குது,HUMAN
TAM_HUAI_TR_543,ஒன்றும் இல்லை,HUMAN
TAM_HUAI_TR_544,கடினத்தன்மை இல்லாமல் சருமத்தை மென்மையாக பராமரிக்க உதவும் ,HUMAN
TAM_HUAI_TR_545,கடையில வெளிச்சத்துல பாக்குறதுக்கும் வீட்டுல வந்து பாக்குறதுக்கு வேற மாதிரி இருக்கு,HUMAN
TAM_HUAI_TR_546,கணினி சிக்கிரம் வெப்பநிலை அடையும் ,HUMAN
TAM_HUAI_TR_547,கண் இழப்பு ,HUMAN
TAM_HUAI_TR_548,கண்களுக்கு பாதிப்பு உண்டாகும்,HUMAN
TAM_HUAI_TR_549,கலர் சீக்கிரமே வெளுத்து போகுது. ,HUMAN
TAM_HUAI_TR_550,காது கேட்காது ,HUMAN
TAM_HUAI_TR_551,காது கேளாமை ஏற்படும்,HUMAN
TAM_HUAI_TR_552,காது பிரச்சனை ஏற்படும்,HUMAN
TAM_HUAI_TR_553,காதுகளை வீணடிக்கிறது,HUMAN
TAM_HUAI_TR_554,கால் வலி குறையும்,HUMAN
TAM_HUAI_TR_555,கால்களுக்கு பாதுகாப்பு,HUMAN
TAM_HUAI_TR_556,காஸ்ட்லி,HUMAN
TAM_HUAI_TR_557,கிழிந்து விட்டால் மறுபடியும் உபயோகிப்பது கடினம்,HUMAN
TAM_HUAI_TR_558,குதிக் கால் வலி ஏற்படும்,HUMAN
TAM_HUAI_TR_559,குளிச்ச அப்புறம் நல்ல அன்னைக்கு ஃபுல்லா ஒரு புத்துணர்ச்சியா இருக்கு,HUMAN
TAM_HUAI_TR_560,குளிர்பானங்களில் அதிக ரசாயணம் கலப்பது மிகவும் கஷ்டமாக உள்ளது,HUMAN
TAM_HUAI_TR_561,குறிப்பிட்ட நேரத்தில் வேலையை செய்து முடிக்கலாம்,HUMAN
TAM_HUAI_TR_562,குறைஞ்ச நேரத்துல பள்ளு விலக்கி முடிச்சிறலாம். ,HUMAN
TAM_HUAI_TR_563,குறைந்த செலவு ,HUMAN
TAM_HUAI_TR_564,கேசத்தை பராமரிக்க ஆயுர்வேதம் சிறந்தது ,HUMAN
TAM_HUAI_TR_565,கேமரா குவாலிட்டி நல்லா இல்லை ,HUMAN
TAM_HUAI_TR_566,கேமரா சுமார்,HUMAN
TAM_HUAI_TR_567,கொஞ்சம் காஸ்ட்டா இருக்குற மாதிரி இருக்கு ,HUMAN
